callOption,strikePrice,putOption
"{u'high': 3.25, u'ltp': 2.1, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19100CE', u'open': 2.35, u'prevOpenInterest': 448550, u'dayChange': 0.0, u'totalBuyQty': 105950.0, u'volume': 429100, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.9, u'close': 2.1, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19100 Call"", u'highPriceRange': 23.25, u'openInterest': 552600, u'totalSellQty': 26850.0, u'lastTradeQty': 50}",1910000,"{u'high': 1310.2, u'ltp': 1308.3, u'lowPriceRange': 389.8, u'growwContractId': u'NIFTY21NOV19100PE', u'open': 1304.7, u'prevOpenInterest': 2900, u'dayChange': 0.0, u'totalBuyQty': 6850.0, u'volume': 300, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1293.15, u'close': 1308.3, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19100 Put"", u'highPriceRange': 2098.55, u'openInterest': 2850, u'totalSellQty': 6950.0, u'lastTradeQty': 50}"
"{u'high': 3.5, u'ltp': 1.9, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19150CE', u'open': 2.1, u'prevOpenInterest': 20000, u'dayChange': 0.0, u'totalBuyQty': 64600.0, u'volume': 14900, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.65, u'close': 1.9, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19150 Call"", u'highPriceRange': 19.75, u'openInterest': 21050, u'totalSellQty': 10700.0, u'lastTradeQty': 50}",1915000,"{u'high': 1355.05, u'ltp': 1352.05, u'lowPriceRange': 437.35, u'growwContractId': u'NIFTY21NOV19150PE', u'open': 1260.6, u'prevOpenInterest': 700, u'dayChange': 0.0, u'totalBuyQty': 6550.0, u'volume': 500, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1260.6, u'close': 1352.05, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19150 Put"", u'highPriceRange': 2105.55, u'openInterest': 650, u'totalSellQty': 6550.0, u'lastTradeQty': 50}"
"{u'high': 3.05, u'ltp': 2.15, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19200CE', u'open': 2.95, u'prevOpenInterest': 364050, u'dayChange': 0.0, u'totalBuyQty': 95800.0, u'volume': 684600, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.9, u'close': 2.15, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19200 Call"", u'highPriceRange': 16.55, u'openInterest': 578400, u'totalSellQty': 44100.0, u'lastTradeQty': 50}",1920000,"{u'high': 1405.9, u'ltp': 1404.9, u'lowPriceRange': 483.45, u'growwContractId': u'NIFTY21NOV19200PE', u'open': 1293.3, u'prevOpenInterest': 4300, u'dayChange': 0.0, u'totalBuyQty': 7050.0, u'volume': 250, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1293.3, u'close': 1404.9, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19200 Put"", u'highPriceRange': 2170.45, u'openInterest': 4350, u'totalSellQty': 6900.0, u'lastTradeQty': 50}"
"{u'high': 3.65, u'ltp': 2.15, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19250CE', u'open': 2.55, u'prevOpenInterest': 13150, u'dayChange': 0.0, u'totalBuyQty': 51350.0, u'volume': 17600, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.4, u'close': 2.15, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19250 Call"", u'highPriceRange': 14.3, u'openInterest': 10650, u'totalSellQty': 10350.0, u'lastTradeQty': 500}",1925000,"{u'high': 1456.05, u'ltp': 1456.05, u'lowPriceRange': 530.2, u'growwContractId': u'NIFTY21NOV19250PE', u'open': 1456.05, u'prevOpenInterest': 400, u'dayChange': 0.0, u'totalBuyQty': 6500.0, u'volume': 50, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1456.05, u'close': 1456.05, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19250 Put"", u'highPriceRange': 2254.9, u'openInterest': 400, u'totalSellQty': 6450.0, u'lastTradeQty': 50}"
"{u'high': 5.95, u'ltp': 2.15, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19300CE', u'open': 5.95, u'prevOpenInterest': 198500, u'dayChange': 0.0, u'totalBuyQty': 80450.0, u'volume': 213300, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.65, u'close': 2.15, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19300 Call"", u'highPriceRange': 12.05, u'openInterest': 237650, u'totalSellQty': 16250.0, u'lastTradeQty': 150}",1930000,"{u'high': 1506.75, u'ltp': 1504.75, u'lowPriceRange': 577.5, u'growwContractId': u'NIFTY21NOV19300PE', u'open': 1406.65, u'prevOpenInterest': 7300, u'dayChange': 0.0, u'totalBuyQty': 6800.0, u'volume': 300, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1406.65, u'close': 1504.75, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19300 Put"", u'highPriceRange': 2261.6, u'openInterest': 7400, u'totalSellQty': 5350.0, u'lastTradeQty': 50}"
"{u'high': 3.3, u'ltp': 2.1, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19350CE', u'open': 2.75, u'prevOpenInterest': 20100, u'dayChange': 0.0, u'totalBuyQty': 64800.0, u'volume': 187850, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.9, u'close': 2.1, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19350 Call"", u'highPriceRange': 10.05, u'openInterest': 20250, u'totalSellQty': 13600.0, u'lastTradeQty': 50}",1935000,"{u'high': 1556.45, u'ltp': 1553.25, u'lowPriceRange': 625.25, u'growwContractId': u'NIFTY21NOV19350PE', u'open': 1458.35, u'prevOpenInterest': 200, u'dayChange': 0.0, u'totalBuyQty': 6400.0, u'volume': 250, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1458.35, u'close': 1553.25, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19350 Put"", u'highPriceRange': 2308.8, u'openInterest': 350, u'totalSellQty': 6500.0, u'lastTradeQty': 50}"
"{u'high': 3.25, u'ltp': 2.1, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19400CE', u'open': 2.95, u'prevOpenInterest': 74150, u'dayChange': 0.0, u'totalBuyQty': 72850.0, u'volume': 95550, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.75, u'close': 2.1, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19400 Call"", u'highPriceRange': 8.8, u'openInterest': 56350, u'totalSellQty': 8900.0, u'lastTradeQty': 50}",1940000,"{u'high': 1616.95, u'ltp': 1614.25, u'lowPriceRange': 673.4, u'growwContractId': u'NIFTY21NOV19400PE', u'open': 1477.9, u'prevOpenInterest': 1000, u'dayChange': 0.0, u'totalBuyQty': 9500.0, u'volume': 350, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1477.9, u'close': 1614.25, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19400 Put"", u'highPriceRange': 2369.9, u'openInterest': 1000, u'totalSellQty': 10050.0, u'lastTradeQty': 50}"
"{u'high': 4.8, u'ltp': 1.9, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19450CE', u'open': 4.8, u'prevOpenInterest': 8250, u'dayChange': 0.0, u'totalBuyQty': 74400.0, u'volume': 11000, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.65, u'close': 1.9, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19450 Call"", u'highPriceRange': 7.45, u'openInterest': 8900, u'totalSellQty': 5600.0, u'lastTradeQty': 150}",1945000,"{u'high': 1656.0, u'ltp': 1653.1, u'lowPriceRange': 721.9, u'growwContractId': u'NIFTY21NOV19450PE', u'open': 1546.5, u'prevOpenInterest': 300, u'dayChange': 0.0, u'totalBuyQty': 6500.0, u'volume': 250, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1546.5, u'close': 1653.1, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19450 Put"", u'highPriceRange': 2418.0, u'openInterest': 350, u'totalSellQty': 6450.0, u'lastTradeQty': 50}"
"{u'high': 2.55, u'ltp': 2.0, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19500CE', u'open': 2.25, u'prevOpenInterest': 910000, u'dayChange': 0.0, u'totalBuyQty': 466400.0, u'volume': 2440800, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.6, u'close': 2.0, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19500 Call"", u'highPriceRange': 6.5, u'openInterest': 1828250, u'totalSellQty': 116550.0, u'lastTradeQty': 300}",1950000,"{u'high': 1791.85, u'ltp': 1709.5, u'lowPriceRange': 770.0, u'growwContractId': u'NIFTY21NOV19500PE', u'open': 1573.2, u'prevOpenInterest': 113650, u'dayChange': 0.0, u'totalBuyQty': 15950.0, u'volume': 5500, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1573.2, u'close': 1709.5, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19500 Put"", u'highPriceRange': 2507.5, u'openInterest': 111800, u'totalSellQty': 13600.0, u'lastTradeQty': 50}"
"{u'high': 5.0, u'ltp': 1.9, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19550CE', u'open': 4.3, u'prevOpenInterest': 10350, u'dayChange': 0.0, u'totalBuyQty': 66850.0, u'volume': 25750, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.5, u'close': 1.9, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19550 Call"", u'highPriceRange': 5.75, u'openInterest': 10150, u'totalSellQty': 6850.0, u'lastTradeQty': 150}",1955000,"{u'high': 0.0, u'ltp': 1562.4, u'lowPriceRange': 819.65, u'growwContractId': u'NIFTY21NOV19550PE', u'open': 0.0, u'prevOpenInterest': 250, u'dayChange': 0.0, u'totalBuyQty': 6500.0, u'volume': 0, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 0.0, u'close': 1562.4, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19550 Put"", u'highPriceRange': 2558.45, u'openInterest': 250, u'totalSellQty': 6500.0, u'lastTradeQty': 50}"
"{u'high': 2.6, u'ltp': 2.0, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19600CE', u'open': 2.6, u'prevOpenInterest': 120700, u'dayChange': 0.0, u'totalBuyQty': 135500.0, u'volume': 139350, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.35, u'close': 2.0, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19600 Call"", u'highPriceRange': 5.45, u'openInterest': 127700, u'totalSellQty': 9750.0, u'lastTradeQty': 200}",1960000,"{u'high': 1902.4, u'ltp': 1812.35, u'lowPriceRange': 868.8, u'growwContractId': u'NIFTY21NOV19600PE', u'open': 1837.55, u'prevOpenInterest': 850, u'dayChange': 0.0, u'totalBuyQty': 5100.0, u'volume': 300, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1812.35, u'close': 1812.35, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19600 Put"", u'highPriceRange': 2608.65, u'openInterest': 800, u'totalSellQty': 4600.0, u'lastTradeQty': 50}"
"{u'high': 2.65, u'ltp': 2.4, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19650CE', u'open': 1.65, u'prevOpenInterest': 6850, u'dayChange': 0.0, u'totalBuyQty': 74100.0, u'volume': 4400, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.55, u'close': 2.4, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19650 Call"", u'highPriceRange': 5.35, u'openInterest': 5100, u'totalSellQty': 5550.0, u'lastTradeQty': 50}",1965000,"{u'high': 0.0, u'ltp': 1730.85, u'lowPriceRange': 913.05, u'growwContractId': u'NIFTY21NOV19650PE', u'open': 0.0, u'prevOpenInterest': 350, u'dayChange': 0.0, u'totalBuyQty': 6450.0, u'volume': 0, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 0.0, u'close': 1730.85, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19650 Put"", u'highPriceRange': 2653.75, u'openInterest': 350, u'totalSellQty': 6400.0, u'lastTradeQty': 50}"
"{u'high': 2.95, u'ltp': 2.1, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19700CE', u'open': 2.4, u'prevOpenInterest': 120350, u'dayChange': 0.0, u'totalBuyQty': 94600.0, u'volume': 115150, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.6, u'close': 2.1, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19700 Call"", u'highPriceRange': 5.4, u'openInterest': 117050, u'totalSellQty': 24800.0, u'lastTradeQty': 300}",1970000,"{u'high': 0.0, u'ltp': 1736.6, u'lowPriceRange': 967.6, u'growwContractId': u'NIFTY21NOV19700PE', u'open': 0.0, u'prevOpenInterest': 1700, u'dayChange': 0.0, u'totalBuyQty': 5700.0, u'volume': 0, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 0.0, u'close': 1736.6, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19700 Put"", u'highPriceRange': 2708.95, u'openInterest': 1700, u'totalSellQty': 6900.0, u'lastTradeQty': 50}"
"{u'high': 3.5, u'ltp': 2.0, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19750CE', u'open': 2.6, u'prevOpenInterest': 8250, u'dayChange': 0.0, u'totalBuyQty': 69100.0, u'volume': 6550, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.5, u'close': 2.0, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19750 Call"", u'highPriceRange': 5.35, u'openInterest': 9400, u'totalSellQty': 6850.0, u'lastTradeQty': 50}",1975000,"{u'high': 0.0, u'ltp': 1763.65, u'lowPriceRange': 1017.2, u'growwContractId': u'NIFTY21NOV19750PE', u'open': 0.0, u'prevOpenInterest': 150, u'dayChange': 0.0, u'totalBuyQty': 6400.0, u'volume': 0, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 0.0, u'close': 1763.65, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19750 Put"", u'highPriceRange': 2759.1, u'openInterest': 150, u'totalSellQty': 6500.0, u'lastTradeQty': 100}"
"{u'high': 2.85, u'ltp': 1.95, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19800CE', u'open': 2.65, u'prevOpenInterest': 82750, u'dayChange': 0.0, u'totalBuyQty': 101000.0, u'volume': 44250, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.7, u'close': 1.95, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19800 Call"", u'highPriceRange': 5.5, u'openInterest': 98100, u'totalSellQty': 38850.0, u'lastTradeQty': 400}",1980000,"{u'high': 2007.9, u'ltp': 2007.9, u'lowPriceRange': 1066.85, u'growwContractId': u'NIFTY21NOV19800PE', u'open': 2006.65, u'prevOpenInterest': 1050, u'dayChange': 0.0, u'totalBuyQty': 6950.0, u'volume': 100, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 2006.65, u'close': 2007.9, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19800 Put"", u'highPriceRange': 2809.15, u'openInterest': 1000, u'totalSellQty': 6200.0, u'lastTradeQty': 50}"
"{u'high': 2.55, u'ltp': 2.0, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19850CE', u'open': 2.55, u'prevOpenInterest': 27350, u'dayChange': 0.0, u'totalBuyQty': 91750.0, u'volume': 17950, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.3, u'close': 2.0, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19850 Call"", u'highPriceRange': 5.45, u'openInterest': 18150, u'totalSellQty': 7250.0, u'lastTradeQty': 150}",1985000,"{u'high': 0.0, u'ltp': 1842.05, u'lowPriceRange': 1116.55, u'growwContractId': u'NIFTY21NOV19850PE', u'open': 0.0, u'prevOpenInterest': 50, u'dayChange': 0.0, u'totalBuyQty': 6350.0, u'volume': 0, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 0.0, u'close': 1842.05, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19850 Put"", u'highPriceRange': 2859.2, u'openInterest': 50, u'totalSellQty': 6450.0, u'lastTradeQty': 50}"
"{u'high': 2.9, u'ltp': 1.9, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19900CE', u'open': 2.9, u'prevOpenInterest': 42650, u'dayChange': 0.0, u'totalBuyQty': 74100.0, u'volume': 50050, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.75, u'close': 1.9, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19900 Call"", u'highPriceRange': 5.5, u'openInterest': 60750, u'totalSellQty': 25450.0, u'lastTradeQty': 400}",1990000,"{u'high': 2140.0, u'ltp': 2140.0, u'lowPriceRange': 1166.35, u'growwContractId': u'NIFTY21NOV19900PE', u'open': 2140.0, u'prevOpenInterest': 3350, u'dayChange': 0.0, u'totalBuyQty': 6900.0, u'volume': 50, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 2140.0, u'close': 2140.0, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19900 Put"", u'highPriceRange': 2909.2, u'openInterest': 3350, u'totalSellQty': 3300.0, u'lastTradeQty': 50}"
"{u'high': 3.8, u'ltp': 1.85, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV19950CE', u'open': 1.35, u'prevOpenInterest': 15100, u'dayChange': 0.0, u'totalBuyQty': 94550.0, u'volume': 8950, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.35, u'close': 1.85, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19950 Call"", u'highPriceRange': 5.15, u'openInterest': 19000, u'totalSellQty': 7750.0, u'lastTradeQty': 100}",1995000,"{u'high': 0.0, u'ltp': 1961.4, u'lowPriceRange': 1216.15, u'growwContractId': u'NIFTY21NOV19950PE', u'open': 0.0, u'prevOpenInterest': 50, u'dayChange': 0.0, u'totalBuyQty': 6350.0, u'volume': 0, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 0.0, u'close': 1961.4, u'contractDisplayName': u""NIFTY 25 Nov '21 - 19950 Put"", u'highPriceRange': 2959.25, u'openInterest': 50, u'totalSellQty': 6450.0, u'lastTradeQty': 50}"
"{u'high': 2.5, u'ltp': 1.95, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV20000CE', u'open': 2.5, u'prevOpenInterest': 922650, u'dayChange': 0.0, u'totalBuyQty': 295650.0, u'volume': 3373600, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.6, u'close': 1.95, u'contractDisplayName': u""NIFTY 25 Nov '21 - 20000 Call"", u'highPriceRange': 5.4, u'openInterest': 2942550, u'totalSellQty': 110500.0, u'lastTradeQty': 900}",2000000,"{u'high': 2285.0, u'ltp': 2208.3, u'lowPriceRange': 1260.4, u'growwContractId': u'NIFTY21NOV20000PE', u'open': 2070.0, u'prevOpenInterest': 277700, u'dayChange': 0.0, u'totalBuyQty': 13500.0, u'volume': 9750, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 2070.0, u'close': 2208.3, u'contractDisplayName': u""NIFTY 25 Nov '21 - 20000 Put"", u'highPriceRange': 3003.65, u'openInterest': 271200, u'totalSellQty': 7850.0, u'lastTradeQty': 50}"
